,RecipeId,Name,CookTime,PrepTime,TotalTime,Description,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
24,200628,Gingerbread Waffles With Hot Chocolate Sauce,,PT30M,PT30M,"This makes a tasty breakfast or skip the chocolate sauce and top them with heated apple pie filling and whipped cream for a yummy dessert! Try them as belgium waffles!
Time to make is estimate and is all listed as prep.",Breakfast,"c(""Dessert"", ""Low Protein"", ""Healthy"", ""Brunch"", ""< 30 Mins"")","c(""1"", ""1/2"", ""1 1/2"", ""1/2"", ""1"", ""2"", ""1 1/2"", ""1/2"", ""1/2"", ""2"", ""1"", ""2"", ""1/2"", ""1"", ""2"", ""2"")","c(""light molasses"", ""butter"", ""baking soda"", ""milk"", ""egg"", ""all-purpose flour"", ""ground ginger"", ""ground cinnamon"", ""salt"", ""boiling water"", ""white sugar"", ""cornstarch"", ""salt"", ""vanilla extract"", ""butter"")",1006.6,33.4,20.3,133.4,1618.7,172.6,5.5,97.5,11.5,,,"c(""In small saucepan, heat molasses and 1/2 cup butter, let cool and stir in baking soda, milk and egg."", ""In Large bowl, sift flour, ginger, cinnamon & salt."", ""Pour molasses and mix until smooth."", ""Pour waffle mix onto hot waffle iron (regular or belgium) and cook until golden brown."", ""CHOCOLATE SAUCE."", ""Combine water, 1 cup sugar, cocoa powder, cornstarch, 1 teaspoon salt. Cook over medium heat, stirring constantly, until boil. Remove from heat and add vanilla and 2 tbs of butter; stir until smooth.""
)"
25,295425,Bailey's Banana Colada,,PT5M,PT5M,Make and share this Bailey's Banana Colada recipe from Food.com.,Beverages,"c(""< 15 Mins"", ""Easy"")","c(""1"", ""1"", ""1"", NA, ""2"", ""1"")","c(""irish cream"", ""banana"", ""dark rum"")",170.5,0.4,0.1,0.0,1.5,26.9,3.1,14.4,1.3,1.0,,"c(""Put banana and liqueur into blender and blend."", ""Add Irish cream, pina colada mix and rum."", ""Blend well then add ice blend until smooth."")"
26,424513,Belle Isle Iced Tea,,PT5M,PT5M,"Sort of the &quot;out slummin' &quot; version of Long Island Iced Tea, LOL
Cook time does not include chill time.",Beverages,"c(""< 15 Mins"", ""Easy"")","c(""5"", ""5"", ""5"", ""5"", ""2 1/2"", ""20"", ""20"")","c(""vodka"", ""dark rum"", ""triple sec"", ""lemon juice concentrate"")",257.2,0.2,0.0,0.0,8.2,20.1,0.2,17.1,0.8,,,"c(""In a 2-quart pitcher, combine listed ingredients. Refrigerate for about 2 hours."", ""It is not recommended to add more than the listed amounts of alcohol. If you would like to make a lighter drink, add an extra 1/3 cup of Coca Cola and orange juice and reduce the alcohol to 1 1/2 shots each."", ""Serve in a tall glass with lots of ice!"")"
27,433491,Bobber's Not Too Sweet Raspberry Ice Tea,PT20M,PT10M,PT30M,I LOVE raspberry iced tea when it's not too sweet... this is the result of my tweaking efforts during the summer of 2010... Enjoy!  This recipe requires a clean 1 gallon non-reactive container for storage.,Beverages,"c(""Summer"", ""< 30 Mins"", ""Easy"", ""Inexpensive"")","c(""9"", ""1"", ""1"", ""3"", ""3/8"")","c(""tea bags"", ""sugar"", ""boiling water"", ""cold water"")",77.4,0.0,0.0,0.0,7.6,20.0,0.0,20.0,0.0,10.0,1 Gallon,"c(""Boil 1 quart of water, remove from heat, add tea bags and steep for 20 minutes."", ""While tea is steeping, place sugar in 1 gallon container."", ""After steeping is complete, drain tea bags back into tea and discard bags."", ""Add hot steeped tea to sugar in 1 gallon container and stir well (until all the sugar dissolves)."", ""Add about 3 quarts of cold/ice water to 1 gallon container, (leave a little room for the syrup)  --  stir well."", ""Last, add 3/8 cup raspberry syrup to entire mixture and stir well. (Adding the syrup to the 1 quart of concentrated hot tea earlier results in a slight bitterness I did not like)."", 
""Place in refrigerator until well chilled, serve over ice --  Enjoy!"")"
28,218148,Frozen Tiramisu,,PT5M,PT5M,Make and share this Frozen Tiramisu recipe from Food.com.,Beverages,"""< 15 Mins""","c(""1/4"", ""1/4"", ""1 1/2"", ""1 1/2"", ""3/4"", ""1"", NA, NA)","c(""extra finely granulated sugar"", ""Kahlua"", ""vanilla ice cream"", ""cocoa powder"")",490.6,12.1,7.4,47.5,101.6,83.7,0.8,81.1,3.9,1.0,,"c(""Mix hot espresso with sugar to form thick syrup.  Let cool."", ""When cooled, combine 1 Tablespoon espresso syrup with Tuaca, Kahlua, ice cream, and ice in blender."", ""Blend on high until smooth."", ""Pour into tall mug. Top with whipped cream & sprinkle with cocoa powder."")"
29,342640,Low Fat Hot Cocoa,PT3M,PT2M,PT5M,"I have been trying to watch my sugar, calories,  and saturated fat intake.  I was in the mood for hot cocoa and quite surprised with what those little packets contain, including corn syrup.  This is a healthier recipe for those of us who can't do without hot cocoa.  I was very pleased with this version and hope you enjoy it as much as I do!",Beverages,"c(""Egg Free"", ""Free Of..."", ""Winter"", ""Sweet"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""10"", ""2"", ""2"", ""2"", ""1 1/2 - 3"")","c(""water"", ""nonfat milk"", ""raw sugar"", ""irish cream"")",60.7,0.6,0.4,1.1,36.2,13.1,1.2,11.4,2.6,1.0,,"c(""Combine first 4 ingredients in coffee mug."", ""Cook in the microwave for 3 minutes.  Stir."", ""Add you favorite liquor, if needed."", ""Stir again and enjoy."")"
30,287824,"Feta, Spinach and Chicken Sausage Pizza",PT30M,PT10M,PT40M,"I found spinach, garlic, and feta chicken sausage at the store and thought it would be great on a pizza. I also had canned san marzano tomatoes so I decided to make my own marinara. You can substitute pre-made marinara to make it even easy. I also used whole wheat crust to make it healthier.",Chicken,"c(""Poultry"", ""Meat"", ""< 60 Mins"", ""Easy"")","c(""6"", ""3 -4"", ""1/2"", ""2"", ""1"", NA, ""2"", NA, ""1"", ""1"", ""1/4 - 1/2"", ""4"", ""1"")","c(""extra virgin olive oil"", ""san marzano tomatoes"", ""oregano"", ""garlic cloves"", ""tomato paste"", ""frozen spinach"", ""feta"", ""provolone cheese"")",995.4,69.2,29.7,114.3,2773.9,52.0,15.0,26.6,53.6,,1 pizza,"c(""Preheat oven to 400 degrees."", ""Poke a few holes in the sausage and place  in a medium sauce pan over medium high heat and come about half way up the sausage with the EVOO, balsamic, and chicken stock. Occasionally turn the sausages and cook until the liquid has reduced into a glaze. Slice the  sausage and return the to pan to coat in the glaze."", ""Meanwhile, sautee garlic in a little EVOO on medium low heat for about 1 minute. Make sure it doesn't turn brown. Add tomatoes, oregano, salt, and pepper to taste. You may need to add about a 1 tsp of tomato paste if the sauce is too thin. Let the sauce simmer until ready to use."", 
""Drizzle a little EVOO on the crust then spread the mariana. Top with chicken sausage, spinach, feta, and provolone. Bake about 10-12 minutes until the cheese is melted."")"
31,59914,Copycat Olive Garden Parmesan Crusted Chicken,PT20M,PT30M,PT50M,"This does take a couple of extra steps, but it is worth it! From Copykat.com (http://www.copykat.com)",Chicken,"c(""Poultry"", ""Meat"", ""Toddler Friendly"", ""Kid Friendly"", ""Potluck"", ""Spring"", ""Summer"", ""Winter"", ""Savory"", ""< 60 Mins"", ""Stove Top"")","c(""1"", ""2"", ""1/4"", ""1"", ""6"", NA, ""2"", ""2"", ""3"", ""2"", ""1/2"", ""1/4"", ""2"", ""3/4"", ""1/4"", ""1/2"", ""1/8"", ""3/4"", ""4"", ""2"", ""1/4"")","c(""flour"", ""parmesan cheese"", ""milk"", ""chicken breasts"", ""dry bow tie pasta"", ""butter"", ""olive oil"", ""garlic"", ""white wine"", ""water"", ""flour"", ""half-and-half"", ""sour cream"", ""salt"", ""basil leaves"", ""asiago cheese"", ""broccoli florets"", ""white mushrooms"", ""crushed red pepper flakes"")",1230.9,60.4,25.8,107.1,1406.1,128.7,5.8,7.9,33.4,2.0,,"c(""Prepare pasta according to package directions."", ""Wash and drain chicken strips."", ""Mix breadcrumbs, flour, and Parmesan cheese together."", ""Place milk in dish for dipping."", ""Dip chicken in breadcrumb mixture and then in milk and then back in breadcrumbs."", ""Place in fry pan in which oil has been heated and fry at medium to medium low temperature until golden."", ""Remove and drain chicken."", ""In a saucepan on medium heat, melt butter, add olive oil."", ""Whisk in flour until mixture is blended."", 
""Quickly add garlic, water, and 1/2 teaspoon of salt stir well."", ""Add wine and blend."", ""Immediately add half and half and sour cream stir."", ""When mixture is smooth add grated cheese stir until melted."", ""Finally sprinkle fresh basil in the sauce and stir lightly and remove from heat."", ""Garnish: Place 2 cups pasta in individual a pasta dish."", ""Spoon about 1/2- 3/4 cup sauce over pasta, add broccoli and mushrooms."", ""Place Parmesan Chicken on pasta and sprinkle red crushed pepper and add grated Parmesan cheese if desired.""
)"
32,147915,Fried Garlic Chicken,PT15M,PT20M,PT35M,Make and share this Fried Garlic Chicken recipe from Food.com.,Chicken,"c(""Poultry"", ""Meat"", ""< 60 Mins"")","c(""2"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""1/2"", ""1"", ""4"", ""1"")","c(""garlic powder"", ""ground black pepper"", ""salt"", ""paprika"", ""all-purpose flour"", ""milk"", ""egg"", ""boneless skinless chicken breast halves"")",828.2,59.5,8.8,125.7,955.8,37.3,2.0,1.4,35.5,4.0,4,"c(""In a shallow dish, mix together the garlic powder, pepper, salt, paprika, bread crumbs and flour. In a separate dish, whisk together the milk and egg."", ""Heat the oil in an electric skillet set to 350 degrees F (175 degrees C). Dip the chicken into the egg and milk, then dredge in the dry ingredients until evenly coated."", ""Fry chicken in the hot oil for about 5 minutes per side, or until the chicken is cooked through and juices run clear."", ""Remove from the oil with a slotted spatula, and serve.""
)"
33,8984,Balti Butter Chicken,PT30M,PT15M,PT45M,Make and share this Balti Butter Chicken recipe from Food.com.,Chicken,"c(""Poultry"", ""Meat"", ""Asian"", ""Indian"", ""< 60 Mins"", ""Stir Fry"")","c(""150"", ""50"", ""1 1/2"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1 1/4"", ""1"", ""75"", ""1"", ""2"", ""2"", ""4"")","c(""chili powder"", ""bay leaf"", ""ground cloves"", ""ground cinnamon"", ""garam masala"", ""green cardamoms"", ""gingerroot"", ""garlic"", ""tomatoes"", ""salt"", ""chicken"", ""butter"", ""onions"", ""fresh coriander"")",836.7,63.9,23.2,239.4,1072.4,14.1,4.2,6.3,51.9,4.0,,"c(""Place the yoghurt, ground almonds, all the dry spices, ginger, garlic, tomatoes and salt in a mixing bowl and blend together thoroughly."", ""Put the chicken into a large mixing bowl and pour over the yoghurt mixture."", ""Set aside."", ""Melt together the butter and oil in a medium karahi, wok or frying pan."", ""Add the onions and fry for about 3 minutes."", ""Add the chicken mixture and stir-fry for about 7-10 minutes."", ""Stir in about half of the coriander and mix well."", ""Pour over the cream and stir in well."", 
""Bring to the boil."", ""Serve garnished with the remaining chopped coriander."")"
34,39521,"Grilled Chicken with Salt, Thyme and Aioli",PT15M,PT10M,PT25M,"Make and share this Grilled Chicken with Salt, Thyme and Aioli recipe from Food.com.",Chicken,"c(""Poultry"", ""Meat"", ""European"", ""< 30 Mins"", ""Stove Top"", ""Easy"")","c(""2"", NA, ""1"", ""6"", NA)","c(""chicken legs"", ""olive oil"", ""thyme leaves"", ""aioli"", ""Aioli"", ""water"")",313.5,20.3,5.7,138.6,132.0,0.3,0.2,0.0,30.4,2.0,,"c(""Heat a griddle pan."", ""Rub the boned chicken legs all over with a little olive oil and the thyme leaves."", ""Lay each piece on the grill pan, skin side down."", ""Season with salt and black pepper."", ""Leave the meat in place for at least three minutes, pressing down firmly with a spatula or large knife."", ""Turn the meat over and continue cooking for about eight minutes, until the meat is a glossy golden brown on both sides."", ""While the chicken is cooking, put the aioli in a bowl and beat in a little warm chicken stock or water to thin it down."", 
""But, make sure it is still thick enough to slide off a spoon."", ""When the chicken is cooked, crumble over some more sea salt and serve with a bit of the garlic mayonnaise on the side."")"
35,455699,Campfire Smoky Bacon &amp; Mushrooms Cheeseburger,PT30M,PT15M,PT45M,Make and share this Campfire Smoky Bacon &amp; Mushrooms Cheeseburger recipe from Food.com.,Meat,"""< 60 Mins""","c(""1/2"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""5"", ""12"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", NA, ""6"", ""1/2"", ""2"", ""1"", ""1/4"", ""1"", ""6"", ""6"", ""6"")","c(""butter"", ""fresh basil"", ""fresh tarragon"", ""fresh parsley"", ""fresh rosemary leaf"", ""bacon"", ""sweet onion"", ""garlic cloves"", ""white mushrooms"", ""unsalted butter"", ""red wine"", ""liquid smoke"", ""chipotle hot sauce"", ""Worcestershire sauce"", ""kosher salt"", ""fresh garlic cloves"", ""extra virgin olive oil"", ""ground beef"", ""kosher salt"", ""fresh ground black pepper"", ""smoked gouda cheese"", ""green leaf lettuce"")",1052.7,77.8,28.4,174.3,2113.6,39.8,3.1,4.3,41.3,6.0,6 burgers,"c(""Mix fresh herbs into softened butter.  Re-form into stick and refrigerate."", ""Over medium high heat, cook the chopped bacon in a frying pan until crispy, approximately 5 minutes.  Remove bacon from pan and set aside.  Reduce heat to medium, add onion slices and cook until onions are brown and caramelized, approximately 8-10 minutes.  Add garlic and saute for two minutes.  Remove onions and garlic from pan and set aside."", ""Over medium heat, melt butter in pan and add mushrooms.  Cook until most of liquid is released from the mushrooms and add wine.  Allow wine to reduce by half and add liquid smoke, smoked chipotle sauce, Worcestershire sauce and smoked paprika.  Add bacon and onion mixture then cook for approximately three more minutes.  Taste and add kosher salt if desired.  Keep on low heat until ready to assemble burgers."", 
""In a small bowl, combine crushed garlic and olive oil.  Set aside."", ""Preheat gas grill to medium high."", ""Slice butter into six equal pieces."", ""Divide ground sirloin into twelve equal patties.  Put one pat of butter between two patties and seal.  Form six burgers.  Use spoon to press onto top of each burger to form slight impression.  Sprinkle burgers with kosher salt, black pepper and paprika."", ""Brush garlic oil onto cut side of rolls."", ""Grill burgers for 5 minutes on one side, flip and grill for 3-4 minutes on second side.  Meanwhile place cut side of rolls on grill.  Add cheese to burgers in last few minutes of grill time."", 
""Assemble burgers by placing lettuce leaf on bottom bun, then add 2-3 Tbsp of mushroom mixture, burger and top bun."")"
36,185286,Beef Jerky Stew   (Really a Soup),PT30M,PT20M,PT50M,"It's spicy, it's filling and its low budget. Simple to make and wonderful if you love spicy stuff. Not to mention it taste like peppered beef jerky.",Meat,"c(""< 60 Mins"", ""Inexpensive"")","c(""1/2"", ""1"", ""1/2"", ""6 -8"", ""3"", ""2"", ""1/4"", ""1/2"", ""1"", ""4"")","c(""ground black pepper"", ""celery"", ""sweet onion"", ""garlic powder"", ""water"")",212.0,10.1,4.1,38.0,78.8,17.5,2.7,2.5,12.7,4.0,,"c(""Bring the four cups of water to a boil in a medium sized pot."", ""Add meat. Boil till slightly brown."", ""Add veggies and spices/seasoning."", ""Bring to low boil and occasionally stir everynow and then."", ""Your stew/soup will be ready shortly after your veggies start to soften up a bit. I like mine to have a bit of a crunch to them so it doesnt take long at all. Let cook to prefference of veggies and enjoy."")"
37,240003,Ny System Hot Weiner,PT45M,PT15M,PT1H,Make and share this Ny System Hot Weiner recipe from Food.com.,Meat,"""< 60 Mins""","c(""1"", ""3"", ""1"", ""1"", ""1 1/2"", ""1 1/2"", ""1/2"", ""1"", ""1"")","c(""hamburger"", ""margarine"", ""shortening"", ""onion"", ""garlic powder"", ""chili powder"", ""allspice"", ""salt"", ""black pepper"", ""water"")",161.9,11.1,3.4,38.0,551.0,3.5,1.1,0.5,12.4,8.0,,"c(""Over Med heat,Fry hamburger with onion, spices and margarine or shortening until the meat is brown."", ""Add the water, and continue to cook the meat mixture, while mashing the hamburger into tiny pieces. Cook slowly until all the water is dissolved. If the consistency is too thick, add more margarine or shortening."", ""Make hot dogs."", ""Steam the hot dog buns by wrapping them in a paper towel, and place in microwave for a few seconds on high."", ""Place hot dog in bun, followed by mustard, weiner sauce, chopped onions, then celery salt.""
)"
38,39706,Party Beef Roll Ups,PT14M,PT15M,PT29M,These are very good and tasty. Easy to make too I might add. Don't be concerned about the beef cooking; it does cook. I serve these as appetizers.,Meat,"c(""< 30 Mins"", ""For Large Groups"", ""Oven"")","c(""1"", ""1"", ""1/2"", ""1/2"", ""2"", ""1"", ""2"", ""8"", ""3/4"", ""1/2"")","c(""lean ground beef"", ""wild rice"", ""onion"", ""eggs"", ""garlic"", ""barbecue sauce"", ""flour tortillas"", ""green onion"", ""fresh cilantro leaves"")",60.8,1.8,0.6,15.0,134.7,7.5,0.6,0.8,3.5,,,"c(""Preheat oven to 450."", ""In medium bowl, combine beef, wild rice, chopped onion, crumbs, eggs garlic and 2 Tablespoons sauce."", ""Shape into 8 (8 inch) logs; place on baking sheets."", ""Bake about 14 minutes or until no longer pink and juices run clear; set aside Microwave each tortilla on HIGH 5 seconds; spread with about 2 teaspoons sauce."", ""Top with green onions and cilantro."", ""Place 1 log at edge of each tortilla."", ""Roll up and secure with toothpicks; cut each roll into 6 to 8 pieces."", ""Serve with remaining sauce for dipping.""
)"
39,326741,Filet Mignon in Mushroom Brandy Cream Sauce,PT30M,PT20M,PT50M,"I've had this recipe for at least 20 years and finally tried it last year.......yyyyuuuummmmmmyyyy! It is definitely a 5 star recipe. The filets are cooked on the stove and finished in the oven, you won't believe how wonderful they are!!",Meat,"""< 60 Mins""","c(""1"", ""4"", NA, NA, ""2"", ""2"", ""1/3"", ""1"", ""2"")","c(""olive oil"", ""salt"", ""pepper"", ""fresh mushrooms"", ""green onions"", ""brandy"", ""heavy whipping cream"", ""butter"")",350.7,31.3,17.8,96.8,66.7,3.4,0.6,0.8,2.5,4.0,4 steaks,"c(""DO NOT SUBSTITUTE INGREDIENTS!"", ""Heat the olive oil in a large skillet over medium heat. Season both sides of the steaks with the salt and pepper as desired. Add the steaks to the hot skillet and sear two minuntes on each side until lightly browned. Transfer to an oven proof baking dish and bake uncovered in a 400* preheated oven 10-13 minutes for medium-medium rare doneness."", ""Cook mushrooms and green onions in the same skillet over medium heat until just tender. Remove from heat and add the brandy, return to heat and simmer for 4 minutes. Add the whipping cream and bring just to boiling. Boil gently about 8 minutes or until reduced to about 1 cup. Season with additional salt and pepper if desired, finish sauce by adding butter and stir till blended."", 
""To serve, place steaks on a warm platter and spoon the sauce over the meat."")"
40,167002,Bread Machine Hamburger Buns,PT1H30M,PT30M,PT2H,I FINALLY figured out how to get the PERFECT hamburger bun!  This is tweaked from a few other recipes.,Breads,"c(""Lactose Free"", ""Vegan"", ""Low Cholesterol"", ""Healthy"", ""Kosher"", ""Free Of..."", ""Bread Machine"", ""Small Appliance"", ""< 4 Hours"")","c(""1 1/8"", ""2 1/4"", ""1 1/2"", ""1 1/8"", ""1 1/2"", ""3"", ""1"")","c(""water"", ""sugar"", ""instant mashed potatoes"", ""salt"", ""margarine"", ""bread flour"", ""fast rising yeast"")",260.4,1.6,0.3,0.0,450.6,53.5,2.0,4.9,7.0,,,"c(""Add ingredients according to bread machine instructions and set on dough cycle."", ""When complete, shape into balls and flatten to about 3/4 inch thick."", ""Place on a lightly greased cookie sheet (or use a silicone mat and skip the grease)."", ""Cover with a damp towel and place in a warm place to rise for about an hour."", ""Optional: Once they have risen, brush tops with melted butter/margarine or egg wash (1 egg white and 1 tablespoon water)."", ""*important* Place them in a COLD oven.  Set to 300 degrees.  When the oven indicates that it's up to temperature, turn the oven up to 400 degrees.  Set the timer for 15 min and watch closely.  It's done in about 10 min in my oven.  The buns should be JUST set.""
)"
41,487976,Perfect Banana Bread,PT1H10M,PT10M,PT1H20M,"This banana bread has a delightful crisp to the crust and a nice body to the crumb. It is the perfect level of sweet and spice, no hard to find ingredients. 100% Vegan.",Breads,"c(""Fruit"", ""Vegan"", ""Brunch"", ""For Large Groups"", ""< 4 Hours"")","c(""2"", ""3 7/8"", ""1"", ""1"", ""1"", ""2"", ""1/2"", ""1/2"", ""1"", ""7/8"", ""5"", ""1/2"", ""1/2"", ""2"", ""2"", ""10"")","c(""whole wheat flour"", ""unbleached all-purpose flour"", ""sugar"", ""brown sugar"", ""baking soda"", ""cinnamon"", ""allspice"", ""nutmeg"", ""salt"", ""canola oil"", ""bananas"", ""unsweetened soymilk"", ""applesauce"", ""rice vinegar"", ""apple cider"", ""vanilla"", ""dried figs"")",239.5,8.4,0.7,0.0,155.3,39.4,1.4,20.5,2.6,24.0,2 loaves,"c(""Preheat oven to 350."", ""Lightly grease 2 loaf pans."", ""Cream together sugar and oil. Add wet ingredients."", ""In a separate bowl, sift together dry ingredients."", ""Combine wet and dry ingredients."", ""Add figs (optional)."", ""Split batter between loaf pans."", ""Bake for 70 minutes."")"
42,525659,Banana Bread,PT1H,PT10M,PT1H10M,"Delicious, moist banana bread that can be served for breakfast, dessert, or as a snack! For on-the-go bites, bake into mini muffins.",Breads,"c(""Dessert"", ""< 4 Hours"")","c(""2"", ""1"", ""1/2"", ""1/2"", ""1"", ""2"", ""1"", ""1/3"", ""1"", ""1/2"")","c(""all-purpose flour"", ""baking soda"", ""salt"", ""unsalted butter"", ""granulated sugar"", ""eggs"", ""banana"", ""milk"", ""lemon juice"")",706.9,26.9,16.0,156.8,656.0,107.5,2.7,54.8,10.9,,,"c(""Sift flour with soda and salt into small bowl."", ""Cream butter in large bowl, then gradually add sugar. Mix well."", ""Add banana and eggs to butter/sugar mixture. Blend through."", ""Combine milk and lemon juice in another small bowl."", ""Slowly, alternately fold in flour mixture (first small bowl) and milk mixture (second small bowl) to the banana mixture (large bowl). Begin and end with dry ingredients (flour mixture). Blend well after each addition."", ""Optional: Stir in nuts."", ""Pour batter into 9x5x3 pan (or into muffin pan)."", 
""Bake at 350 for 1 hour, or until bread springs back when touched. (If making muffins, decrease time and check so they don't overcook.)."", ""Let cool completely before removing from pan."")"
43,153918,Very Special Biscuits,PT10M,PT5M,PT15M,"I don't remember where I got this recipe, but this is such an easy recipe to make and it tastes good too",Breads,"c(""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"")","c(""10"", NA, ""10"")",character(0),129.9,5.1,1.3,0.3,364.5,18.6,0.3,5.6,2.5,,8-10 biscuits,"c(""Butter a 9 inch cake pan."", ""Place biscuits in pan, not touching each other."", ""Dip 1 cube of sugar in orange juice, quickly pushing into center of each biscuit."", ""Bake according to direction."")"
44,239813,Southern Buttermilk Cornbread,PT20M,PT10M,PT30M,"The cornbread I usually get served is dry and crumbly. Many recipes also add sugar, making it taste more like cake.  This is my Grandmother's recipe and it's MOIST and delicious with a slightly crisp bottom - the real Southern thing!  She always served it with a big bowl of pinto beans! Keep in mind that, like many Southern cooks, my Grandma did not have this recipe written down. It was all measured in her head using appoximations.  I've tried to put this recipe into measurable quantities for you, but it's really a by-sight kind of thing. I think I've gotten it right, however, so have fun, it's really easy! 

My guests rave over this recipe because it's unlike the dry, flavorless cornbread they are used to. This bread can be made in a dish or in muffin pans.  Can probably also bake in an iron skillet, but I haven't tried it.",Breads,"c(""< 30 Mins"", ""Oven"", ""Easy"")","c(""2"", ""1"", ""1 3/4"", ""3"", NA)","c(""eggs"", ""buttermilk"", ""cornmeal"", ""flour"")",120.0,2.2,0.7,44.2,72.6,20.6,1.6,2.5,4.8,,10-12 muffins,"c(""Preheat oven to 400°."", ""In a mixing bowl, combine eggs and buttermilk, mixing with a wire whisk."", ""Add cornmeal mix until the consistency is like pancake batter (approx. 1 3/4 cups)."", ""Mix in the flour."", ""In the bottom of an 8x8-inch pan, casserole dish or muffin pan, pour enough oil to slightly coat the bottom.  If you use a muffin pan, use about a teaspoons per cup."", ""Put the oiled dish/pan into hot oven and let the oil get VERY hot, but NOT scorched. (You can test by placing a drop of batter into the dish. If the batter sizzles, it's ready!)."", 
""Pour batter into the hot dish or fill muffin cups 2/3 full, and bake for approximately 20 minutes or until golden and a toothpick inserted into the center comes out clean."", ""Butter 'em up, and enjoy, ya'll!"")"
45,279101,Maple Glazed Pork Tenderloin,PT1H,PT10M,PT1H10M,A perfect cold weather meal with a delicious combination of flavors.  Recipe originally called for a pork loin roast but I prefer the tenderloin.,Pork,"c(""Meat"", ""Healthy"", ""< 4 Hours"", ""Easy"")","c(""2 -3"", ""2/3"", ""3"", ""2"", ""2"", NA, ""1"", ""4 -6"")","c(""maple syrup"", ""Dijon mustard"", ""cider vinegar"", ""soy sauce"", ""carrot"")",663.0,13.3,4.4,149.7,836.4,82.2,7.2,39.8,53.1,,,"c(""Mix syrup, dijon mustard, vinegar and soy sauce to make the glaze."", ""Season tenderloin with salt and pepper in a shallow pan and cover with the glaze."", ""Surround pork with the vegetables."", ""Baste frequently with the sauce."", ""Bake until internal temperature reaches"", ""160 degrees."")"
46,390862,Pork Salad With Pickled Carrots and Radishes,PT10M,PT15M,PT25M,I love anything pickled.  Here that carrots and radishes are pickled and combined with pan-fried pork strips.,Pork,"c(""Vegetable"", ""Meat"", ""< 30 Mins"")","c(""2"", ""1"", ""3"", ""3"", NA, ""1 1/2"", ""3"", ""1/3"", ""1/4"", ""1"")","c(""carrots"", ""radish"", ""vinegar"", ""sugar"", ""olive oil"", ""baguette"", ""fresh cilantro"")",583.6,35.2,9.9,102.1,330.7,26.8,2.4,5.2,37.6,4.0,,"c(""In a bowl, combine carrots, radish, vinegar, sugar, and 1/4 teaspoon salt; set aside."", ""In a large skillet, heat half the oil over medium high."", ""Season pork with salt and pepper and cook in batches, until crisp, about 3 to 4 minutes; add, along with any juices, to carrot mixture."", ""Add 2 tablespoons water to skillet and scrape any browned bits; add to carrot and pork mixture."", ""To the salad, stir in bread cubes, cilantro, and jalapeno; season with salt and pepper."")"
47,422065,Easy Cabbage and Pork Soup,PT1H30M,PT10M,PT1H40M,Make and share this Easy Cabbage and Pork Soup recipe from Food.com.,Pork,"c(""Vegetable"", ""Meat"", ""< 4 Hours"")","c(""1"", ""1"", ""2"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1/3"", ""2"", ""1"", ""1/2"", ""2"", ""2"")","c(""ground pork"", ""garlic cloves"", ""onion"", ""beef broth"", ""water"", ""Worcestershire sauce"", ""ketchup"", ""cabbage"", ""chili pepper"", ""long grain rice"", ""salt"", ""pepper"")",545.6,28.1,9.5,107.1,2126.6,39.1,2.8,12.9,34.3,,,"c(""Lightly brown pork in large saucepan."", ""Remove pork from saucepan and drain excess fat."", ""Sauté onion and garlic in vegetable oil until softened, in same saucepan."", ""Put all ingredients (including pork) in saucepan."", ""Bring to a boil, covered."", ""Simmer for 90 minutes, covered."", ""Enjoy!"")"
48,301890,"Zurie's Pork Tenderloin With Yoghurt, Mustard and Prunes",PT20M,PT10M,PT30M,"This is a nice combination of flavours. Use plump dried prunes and remove the pips. It's a good idea to put dried fruits in bottles and fill up with sherry, port or brandy: they plump up beautifully, last forever, and taste great in dishes like these.",Pork,"c(""Meat"", ""South African"", ""African"", ""< 30 Mins"", ""Easy"")","c(NA, ""1 1/2"", ""6"", ""8"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""3"", ""2"", NA, NA)","c(""bacon"", ""prunes"", ""dry red wine"", ""sugar"", ""plain yogurt"", ""mustard"", ""cornstarch"", ""salt"", ""black pepper"")",565.7,22.3,10.3,155.9,343.9,42.5,4.4,24.1,40.0,4.0,,"c(""Fry the pork cubes and bacon in a little oil over medium heat, add the prunes. red wine and sugar, and simmer for 15 minutes, open, so that some of the wine cooks away. Stir now and then."", ""Mix the yoghurt, cream, mustard and cornstarch in a bowl, and whisk well."", ""Add salt and pepper to your taste to the yoghurt mixture."", ""Add the mixture to the meats in the pot, and stir well. Simmer lightly for a couple of minutes. Taste for seasoning."", ""If you want more sauce, add more yoghurt or cream.""
)"
